sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper
LivMet_40	0	6551.72	27.136757693034227	6498.532932264463	6604.907067735538	1	0.9918819687447666	1.0081180312552334
LivMet_40	0.2	6476.9284813544355	29.506418208166597	6419.096964353652	6534.759998355219	0.9885844452074318	0.979757523879783	0.9974113665350807
LivMet_40	0.4	6393.039014871056	32.29750719400805	6329.737063980377	6456.340965761735	0.9757802553941645	0.9661183725770296	0.9854421382112994
LivMet_40	0.6000000000000001	6298.653022997801	35.62635544247284	6228.8266494301315	6368.47939656547	0.9613739633253253	0.9507162469443339	0.9720316797063168
LivMet_40	0.8	6192.166556038938	39.648739361482214	6114.456454858017	6269.876657219859	0.9451207554716835	0.9332597325371074	0.9569817784062595
LivMet_40	1	6071.841433554734	44.570112689502764	5984.485617896417	6159.197249213051	0.926755330440668	0.9134220659454948	0.9400885949358414
LivMet_40	1.2000000000000002	5935.527552909693	50.67326902305683	5836.2097706455925	6034.845335173794	0.905949514464857	0.8907904749662061	0.9211085539635079
LivMet_40	1.4000000000000001	5781.403901857382	58.300757591426276	5667.136516706786	5895.671287007978	0.8824253633942509	0.8649845409612721	0.8998661858272298
LivMet_40	1.6	5607.528376396626	67.87551928877086	5474.494803158682	5740.561949634571	0.8558864506414539	0.8355813134808389	0.8761915878020688
LivMet_40	1.8	5412.4641976222665	79.8439413067738	5255.97294827726	5568.955446967273	0.826113478235069	0.8022279566705017	0.8499989997996362
LivMet_40	2	5195.647008543519	94.57580865202601	5010.281829776797	5381.012187310242	0.7930203074220997	0.7647277096360646	0.8213129052081348
LivMet_40	2.2	4957.896917552659	112.1951905889535	4737.998384759703	5177.795450345615	0.7567321127204244	0.7231686312540375	0.7902955941868112
LivMet_40	2.4000000000000004	4701.884120540154	132.3826834621632	4442.418828777548	4961.34941230276	0.7176564506023081	0.6780538284263594	0.7572590727782568
LivMet_40	2.6	4432.3384870731825	154.24573464124617	4130.022402407418	4734.654571738947	0.6765152489839588	0.6303722384972827	0.7226582594706348
LivMet_40	2.8000000000000003	4155.790125485582	176.37518391169607	3810.10111725203	4501.479133719135	0.6343052092405631	0.5815421167650677	0.6870683017160585
LivMet_40	3	3879.7753119370896	197.1325611239502	3493.4025919540063	4266.148031920173	0.5921766058282542	0.5332038902691211	0.6511493213873872
LivMet_40	3.2	3611.7030169588807	215.06445835211142	3190.184424234128	4033.2216096836332	0.5512602823317969	0.4869231933345943	0.6155973713289996
LivMet_40	3.4000000000000004	3357.773589696885	229.24206609512999	2908.4673964088797	3807.0797829848907	0.5125026084290667	0.4439242514040404	0.581080965454093
LivMet_40	3.6	3122.3069948125362	239.37759894376418	2653.1355221770855	3591.478467447987	0.47656294756377504	0.40495251967072543	0.5481733754568247
LivMet_40	3.8000000000000003	2907.6051311754622	245.72043742654597	2426.0019235540044	3389.20833879692	0.443792642416871	0.3702847379854457	0.5173005468482963
LivMet_40	4	2714.2320901758985	248.84402105518325	2226.5067711396127	3201.9574092121843	0.41427779120229474	0.3398354586489674	0.48872012375562207
LivMet_40	4.2	2541.4924743345064	249.4383912284858	2052.6022111650627	3030.38273750395	0.3879122542377431	0.313292114309687	0.4625323941657992
LivMet_40	4.4	2387.9192736006007	248.16734204857417	1901.5202210463628	2874.3183261548384	0.3644721193214302	0.2902322170432135	0.43871202159964684
LivMet_40	4.6000000000000005	2251.6687208616154	245.5961026197244	1770.3092049835525	2733.0282367396785	0.3436759691900166	0.2702052598376537	0.41714667854237947
LivMet_40	4.800000000000001	2130.794297591479	242.1701466787969	1656.1495319702549	2605.439063212703	0.3252267034597753	0.2527808776886459	0.3976725292309047
LivMet_40	5	2023.413726999971	238.22241283106734	1556.5063775408466	2490.3210764590954	0.3088370270707495	0.23757217609129305	0.38010187805020595
LivMet_40	5.2	1927.79699536082	233.9922358431667	1469.1806404462109	2386.413350275429	0.2942428851295263	0.2242435025376864	0.36424226772136614
LivMet_40	5.4	1842.4026670580588	229.64640524271255	1392.3039836032522	2292.5013505128654	0.28120900573560204	0.21250968960872138	0.3499083218624827
LivMet_40	5.6000000000000005	1765.8835168072178	225.29794723075895	1324.3076544441246	2207.459379170311	0.2695297596367393	0.20213129597176385	0.3369282233017148
LivMet_40	5.800000000000001	1697.075765592593	221.02121906335913	1263.8821364092714	2130.2693947759144	0.25902751729203827	0.19290844792043485	0.32514658666364166
LivMet_40	6	1634.980819603309	216.863346020413	1209.936471836452	2060.025167370166	0.24954986165515453	0.18467463075901472	0.3144250925512943
LivMet_40	6.2	1578.7446625387772	212.85258019078077	1161.5612713484234	1995.928053729131	0.24096644278735616	0.17729104286331274	0.3046418427113996
LivMet_40	6.4	1527.6376554182727	209.0042708348736	1117.9968119668654	1937.27849886968	0.2331658946686172	0.1706417264423488	0.29569006289488564
LivMet_40	6.6000000000000005	1481.0360591157614	205.325065365413	1078.6063258762197	1883.4657923553032	0.22605301495115196	0.16462949055762757	0.2874765393446764
LivMet_40	6.800000000000001	1438.4057774455075	201.81583570575012	1042.8540079523846	1833.9575469386305	0.21954628363933554	0.1591725543753983	0.2799200129032728
