sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper
LivMet_57	0	7786.93	25.872223711907623	7736.221373324698	7837.6386266753025	1	0.9934879822118213	1.0065120177881788
LivMet_57	0.2	7723.89105917306	28.270102658973865	7668.482676122221	7779.299442223899	0.9919045193899342	0.9847889574096879	0.9990200813701804
LivMet_57	0.4	7650.445604633148	31.201467361906413	7589.291852339009	7711.599356927287	0.9824726310154512	0.9746192469097589	0.9903260151211436
LivMet_57	0.6000000000000001	7564.070498625181	34.89545376118757	7495.6766660290705	7632.464331221292	0.9713803127323838	0.9625971552369252	0.9801634702278422
LivMet_57	0.8	7461.505155431627	39.71561815158499	7383.663974230775	7539.346336632479	0.95820883909726	0.9482124501222915	0.9682052280722285
LivMet_57	1	7338.631816856478	46.233495473941886	7248.015830848156	7429.247802864799	0.9424294063072967	0.9307924728806032	0.95406633973399
LivMet_57	1.2000000000000002	7189.96935527631	55.345272213892926	7081.494615022515	7298.444095530105	0.9233381262289901	0.9094077659645733	0.9372684864934069
LivMet_57	1.4000000000000001	7009.288259534125	68.31554419472687	6875.392253328207	7143.184265740044	0.9001350030800489	0.8829400358457321	0.9173299703143657
LivMet_57	1.6	6789.172547248264	86.79220319115323	6619.062954854721	6959.282139641807	0.8718676740703029	0.8500221467066894	0.8937132014339164
LivMet_57	1.8	6522.188678448617	112.51092855370538	6301.671310616195	6742.706046281039	0.8375815216585505	0.8092626119171734	0.8659004313999277
LivMet_57	2	6202.597533116408	146.61330459123556	5915.240736463185	6489.954329769631	0.7965395262467247	0.7596370760316563	0.8334419764617931
LivMet_57	2.2	5829.179576835526	188.5579757223183	5459.612735422004	6198.746418249048	0.7485850748415005	0.7011251848189215	0.7960449648640796
LivMet_57	2.4000000000000004	5408.36909458607	235.1117573400051	4947.558517857739	5869.1796713144	0.6945444603439442	0.6353670211312724	0.7537218995566161
LivMet_57	2.6	4955.784138289775	280.4538584538928	4406.104676394851	5505.463600184699	0.6364233578945457	0.5658333484948305	0.7070133672942609
LivMet_57	2.8000000000000003	4494.090247592154	318.07404796415767	3870.676569165539	5117.503926018769	0.5771324832240888	0.4970735025440757	0.6571914639041019
LivMet_57	3	4047.315535188848	343.49139326725265	3374.084775385549	4720.5462949921475	0.5197575341230559	0.4333010281825506	0.6062140400635613
LivMet_57	3.2	3634.678324687349	355.74532702581126	2937.4302960483355	4331.926353326362	0.4667665337542971	0.37722572259521214	0.5563073449133821
LivMet_57	3.4000000000000004	3267.27309408248	356.8198855549139	2567.918969427145	3966.627218737815	0.4195842384717058	0.3297729617997266	0.509395515143685
LivMet_57	3.6	2948.3720616145197	350.003188447791	2262.3784177826637	3634.3657054463756	0.37863086757098363	0.29053534804893116	0.4667263870930361
LivMet_57	3.8000000000000003	2675.7915534618687	338.49274590537016	2012.3579624592755	3339.2251444644617	0.34362599297308033	0.25842764253168776	0.4288243434144729
LivMet_57	4	2444.5017593525613	324.73810184014746	1808.0267753379721	3080.9767433671504	0.31392368486072963	0.2321873672086396	0.3956600025128196
LivMet_57	4.2	2248.5459193195966	310.35220247455123	1640.2667799467936	2856.8250586923996	0.2887589742452541	0.21064357583114188	0.36687437265936634
LivMet_57	4.4	2082.13942238341	296.2778164020487	1501.4455728172243	2662.8332719495957	0.26738899956509304	0.19281611274497448	0.3419618863852116
LivMet_57	4.6000000000000005	1940.1635995984539	283.0014787389582	1385.490893698518	2494.8363054983897	0.24915641974416797	0.1779251763786907	0.3203876631096452
LivMet_57	4.800000000000001	1818.3055893443232	270.72945382379555	1287.6856102954844	2348.925568393162	0.2335073757365641	0.16536499111915534	0.30164976035397284
LivMet_57	5	1713.0251525273525	259.5090319409605	1204.3967962602155	2221.6535087944894	0.21998722892428113	0.15466901542202324	0.285305442426539
LivMet_57	5.2	1621.4536879895354	249.30435703430032	1132.8261270133921	2110.0812489656787	0.20822759264428156	0.14547788756459762	0.2709772977239655
LivMet_57	5.4	1541.2784744045425	240.04084297230273	1070.8070673601947	2011.7498814488904	0.19793146649636537	0.13751338041567018	0.2583495525770606
LivMet_57	5.6000000000000005	1470.6352409747321	231.629848518545	1016.6490801339156	1924.6214018155488	0.18885944023828802	0.13055839466052932	0.24716048581604672
LivMet_57	5.800000000000001	1408.0169435258965	223.98164020333837	969.0209955291448	1847.0128915226483	0.18081797878315287	0.12444198105404117	0.23719397651226454
LivMet_57	6	1352.199659305258	217.01168667098722	926.8645692058321	1777.5347494046837	0.17364990558605994	0.11902823952518285	0.22827157164693707
LivMet_57	6.2	1302.183759935506	210.6432904459511	889.3304970764319	1715.03702279458	0.16722684805635932	0.11420810217588086	0.22024559393683774
LivMet_57	6.4	1257.1477431057424	204.80828775012156	855.7308753801883	1658.5646108312965	0.16144330860887954	0.1098932281887969	0.21299338902896217
LivMet_57	6.6000000000000005	1216.4121641351892	199.44678652596878	825.5036457120419	1607.3206825583366	0.156212032743994	0.10601143784675628	0.20641262764123172
LivMet_57	6.800000000000001	1179.4114679214665	194.50647284640985	798.1857863825853	1560.6371494603477	0.15146039169755815	0.10250326975876055	0.20041751363635574
LivMet_57	7	1145.6719405214574	189.94176672533905	773.3929185798845	1517.9509624630302	0.14712755097598892	0.09931936187687375	0.19493574007510409
LivMet_57	7.2	1114.7943828788557	185.71296974674226	750.8036507132642	1478.7851150444471	0.1431622453109063	0.09641844099192676	0.18990604962988586
