sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper
LivMet_64	0	7539.58	23.13915952487445	7494.228080698719	7584.931919301281	1	0.9939848215283503	1.0060151784716498
LivMet_64	0.2	7501.42617155064	25.25205558244792	7451.933052073438	7550.919291027842	0.9949395286674643	0.9883750888077901	1.0015039685271383
LivMet_64	0.4	7458.163405090857	27.760464339321345	7403.753894791678	7512.572915390036	0.9892014416042879	0.981984924198918	0.9964179590096578
LivMet_64	0.6000000000000001	7408.827368615809	30.78640917634098	7348.487115416868	7469.16762181475	0.9826578361945638	0.9746547042961103	0.9906609680930172
LivMet_64	0.8	7352.221916380325	34.503773060117766	7284.59576385175	7419.848068908899	0.9751500635818341	0.9661805782088326	0.9841195489548356
LivMet_64	1	7286.893703359955	39.16223313097511	7210.1371368690825	7363.6502698508275	0.9664853616991869	0.956304878636354	0.9766658447620196
LivMet_64	1.2000000000000002	7210.884555089069	45.141006982403454	7122.409807177687	7299.359303000451	0.9564040112432084	0.944669306138762	0.9681387163476548
LivMet_64	1.4000000000000001	7122.0044163853345	52.98220404298404	7018.161204639533	7225.847628131136	0.944615537786632	0.9308424613359807	0.9583886142372833
LivMet_64	1.6	7017.407375764333	63.49645796361358	6892.956605009788	7141.858146518877	0.9307424784622397	0.9142361517498041	0.9472488051746751
LivMet_64	1.8	6893.731103578263	77.83587253478417	6741.175596704836	7046.286610451691	0.9143388761148848	0.8941049231793861	0.9345728290503835
LivMet_64	2	6747.118622071797	97.54431307873126	6555.935281540785	6938.30196260281	0.8948931667376429	0.869535873555395	0.9202504599198907
LivMet_64	2.2	6573.463388070286	124.47059564282203	6329.505503476106	6817.4212726644655	0.8718606856178044	0.8395037261327695	0.9042176451028393
LivMet_64	2.4000000000000004	6368.96718421041	160.40315730737953	6054.582772881433	6683.351595539387	0.8447376623380095	0.8030397943760041	0.886435530300015
LivMet_64	2.6	6131.104398233402	206.31208872395604	5726.740134759217	6535.468661707588	0.8131891164008342	0.7595569162684416	0.866821316533227
LivMet_64	2.8000000000000003	5859.907630086732	261.32099891699715	5347.727883805387	6372.087376368077	0.7772193716475894	0.7092872393164323	0.8451515039787464
LivMet_64	3	5559.140154914206	321.98907275730386	4928.053168894443	6190.227140933968	0.7373275639908596	0.6536243622183786	0.8210307657633407
LivMet_64	3.2	5236.6340329993445	382.71587658079767	4486.5246985893045	5986.7433674093845	0.6945524860800395	0.5950629476163533	0.7940420245437259
LivMet_64	3.4000000000000004	4903.2893442571785	437.4248745436073	4045.952344209757	5760.6263443046	0.6503398523866287	0.536628345903851	0.7640513588694066
LivMet_64	3.6	4571.001262868732	481.5318571034966	3627.216165537191	5514.786360200273	0.6062673601007923	0.4810899500419375	0.7314447701596472
LivMet_64	3.8000000000000003	4250.439567579959	512.9831233663392	3245.0111211050666	5255.868014054851	0.5637501780709215	0.43039680209044356	0.6971035540513996
LivMet_64	4	3949.554063106189	532.074640684981	2906.7069302765367	4992.401195935841	0.523842715788703	0.38552637285850627	0.6621590587188997
LivMet_64	4.2	3673.1111489420196	540.596803814276	2613.5608833085735	4732.661414575466	0.48717715694269703	0.3466454210060207	0.6277088928793734
LivMet_64	4.4	3423.039417136131	540.9326973497332	2362.830812270549	4483.248022001713	0.45400929722028693	0.3133902435242479	0.594628350916326
LivMet_64	4.6000000000000005	3199.1644820171414	535.4267869091769	2149.747263317153	4248.58170071713	0.4243160072599722	0.28512825161576016	0.5635037629041844
LivMet_64	4.800000000000001	2999.9854282728043	526.0638254239104	1968.9192768725736	4031.051579673035	0.3978982155866513	0.2611444240756877	0.5346520070976148
LivMet_64	5	2823.3089740158707	514.3733933367548	1815.1556484701764	3831.462299561565	0.37446501980426905	0.2407502338950149	0.5081798057135232
LivMet_64	5.2	2666.6915652201583	501.45874595100327	1683.8504834235714	3649.532647016745	0.3536923230763727	0.22333478568084314	0.4840498604719023
LivMet_64	5.4	2527.7111763016424	488.0755022667478	1571.1007701225194	3484.3215824807653	0.33525888395661857	0.20838040980034955	0.46213735811288764
LivMet_64	5.6000000000000005	2404.113935817249	474.71792970237783	1473.6838907851716	3334.5439808493265	0.31886576385120247	0.1954596795557805	0.4422718481466244
LivMet_64	5.800000000000001	2293.879046377131	461.6940401773279	1388.97535575278	3198.782737001482	0.30424493756643356	0.18422450000567406	0.42426537512719303
LivMet_64	6	2195.23517775434	449.1840944703455	1314.8505301642258	3075.619825344454	0.2911614675823242	0.17439307364126727	0.4079298615233812
LivMet_64	6.2	2106.650690105389	437.2833330340456	1249.5911063190256	2963.7102738917524	0.2794122073252607	0.16573749549962008	0.3930869191509013
LivMet_64	6.4	2026.8115305773274	426.031921714435	1191.8043077526472	2861.8187534020076	0.2688228695202289	0.1580730369268112	0.3795727021136466
LivMet_64	6.6000000000000005	1954.5947939837715	415.4353512255602	1140.3564676769258	2768.8331202906174	0.2592445194538385	0.1512493358618021	0.3672397030458749
LivMet_64	6.800000000000001	1889.0422323969412	405.4780468363325	1094.3198640760845	2683.764600717798	0.2505500614619039	0.14514334539537807	0.35595677752842975
LivMet_64	7	1829.3357886653778	396.1322958570338	1052.9307556724266	2605.740821658329	0.242630993857135	0.1396537679383237	0.34560821977594625
LivMet_64	7.2	1774.7759789734462	387.36401227270864	1015.5564660120059	2533.9954919348866	0.2353945417348773	0.13469668947235866	0.33609239399739593
LivMet_64	7.4	1724.76328247402	379.13639551282444	981.6696020405508	2467.856962907489	0.22876118861714045	0.13020216007265004	0.3273202171616309
LivMet_64	7.6000000000000005	1678.7823677396052	371.4122022617617	950.8278278878464	2406.736907591364	0.22266258435345274	0.12611151123641456	0.3192136574704909
LivMet_64	7.800000000000001	1636.3888465544505	364.15511311308916	922.6579400666864	2350.1197530422146	0.21703978823149972	0.12237524372268567	0.3117043327403137
LivMet_64	8	1597.1982069904748	357.3305138059348	896.8432693536502	2297.5531446272994	0.21184180113354786	0.1189513566211447	0.304732245645951
LivMet_64	8.200000000000001	1560.8765892233207	350.9059017884139	873.1136597554802	2248.6395186911614	0.2070243421017246	0.11580401822853265	0.29824466597491656
LivMet_64	8.4	1527.133101178443	344.85105630118227	851.2374507975314	2203.0287515593545	0.20254882913616448	0.11290250263244524	0.29219515563988374
LivMet_64	8.6	1495.7134119715129	339.1380621899709	831.015024292465	2160.4117996505606	0.1983815294713383	0.11022033379743501	0.2865427251452416
LivMet_64	8.8	1466.3944017487793	333.74124604639024	812.2735793423338	2120.5152241552246	0.19449284996628186	0.10773459255586304	0.2812511073767006
LivMet_64	9	1438.9796835464138	328.6370625054597	794.8628770506743	2083.096490042153	0.19085674315365228	0.10542535221466903	0.27628813409263553
LivMet_64	9.200000000000001	1413.2958449487503	323.8039549037404	778.6517552857874	2047.9399346117132	0.18745020875814705	0.10327521629663555	0.27162520121965855
LivMet_64	9.4	1389.1892845083357	319.222205580013	763.5252585060693	2014.8533105106021	0.18425287410019334	0.1012689378594125	0.2672368103409742
LivMet_64	9.600000000000001	1366.5235404803911	314.87378527107177	749.3822616732921	1983.6648192874902	0.18124663979696365	0.09939310434709786	0.26310017524682944
LivMet_64	9.8	1345.1770280012595	310.74220725965256	736.1334932958597	1954.2205627066592	0.17841537963669854	0.09763587537977708	0.25919488389361994
LivMet_64	10	1325.0411160215208	306.81238947392546	723.699882641951	1926.3823494010906	0.17574468551584052	0.09598676353881132	0.2555026074928697
