sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper
LivMet_1	0	9721.07	38.37208863131701	9645.86208827104	9796.27791172896	1	0.9922634121831281	1.007736587816872
LivMet_1	0.2	9618.100204499244	41.67622602467073	9536.416302479338	9699.78410651915	0.9894075656794205	0.9810047970521083	0.9978103343067327
LivMet_1	0.4	9499.95251832012	45.627685262005485	9410.52389850866	9589.38113813158	0.9772537918480292	0.9680543292568267	0.9864532544392316
LivMet_1	0.6000000000000001	9363.113944733357	50.47290744563083	9264.188863944897	9462.039025521817	0.9631772988707372	0.9530009416602182	0.9733536560812562
LivMet_1	0.8	9202.955337715664	56.60042317919253	9092.020546774722	9313.890128656607	0.9467018895775532	0.935290101477998	0.9581136776771083
LivMet_1	1	9013.46169779801	64.63774758450589	8886.774040490587	9140.149355105432	0.9272088049770252	0.9141765300003587	0.9402410799536915
LivMet_1	1.2000000000000002	8786.297470351814	75.64598259664875	8638.034068887238	8934.56087181639	0.9038405721131331	0.8885888146970692	0.9190923295291968
LivMet_1	1.4000000000000001	8511.515914439615	91.3206222851639	8332.530783714908	8690.501045164321	0.8755739763667595	0.8571618951118456	0.8939860576216735
LivMet_1	1.6	8176.651740115477	114.2564650737009	7952.713183570165	8400.59029666079	0.841126721658776	0.8180903114132667	0.8641631319042853
LivMet_1	1.8	7768.544850735758	147.7375263773705	7478.984619871076	8058.10508160044	0.7991450376075636	0.7693581694063591	0.828931905808768
LivMet_1	2	7276.799240516366	194.48464362932498	6895.616343456782	7657.98213757595	0.7485594940182887	0.7093474631348999	0.7877715249016776
LivMet_1	2.2	6700.240209078947	253.97884288668374	6202.45082418589	7198.0295939720045	0.689249250244978	0.6380419875781052	0.7404565129118508
LivMet_1	2.4000000000000004	6054.3934496164175	319.6896520390706	5427.813245389698	6680.973653843137	0.6228114240115973	0.5583555354904036	0.6872673125327908
LivMet_1	2.6	5374.058667200627	379.62691822567274	4630.003579916376	6118.113754484877	0.5528258378142146	0.4762853862708916	0.6293662893575375
LivMet_1	2.8000000000000003	4705.190877576432	421.9926262998267	3878.100528287302	5532.2812268655625	0.4840198535322174	0.3989376198594704	0.5691020872049644
LivMet_1	3	4089.2327002889238	441.5320329306817	3223.8458177240345	4954.619582853813	0.420656645851632	0.3316348732931699	0.5096784184100941
LivMet_1	3.2	3551.149369537274	440.65112993496564	2687.489025117862	4414.809713956686	0.3653043717962399	0.27646020706752056	0.45414853652495935
LivMet_1	3.4000000000000004	3097.850493819565	425.7645176969555	2263.367373238466	3932.3336144006644	0.31867381819280854	0.23283109505830799	0.4045165413273091
LivMet_1	3.6	2723.830575428268	403.3681450450835	1933.2435386291756	3514.41761222736	0.2801986381569383	0.19887147594134963	0.3615258003725269
LivMet_1	3.8000000000000003	2417.889104259828	378.20068772622915	1676.6293773881393	3159.1488311315165	0.24872664266997646	0.17247374799154203	0.3249795373484109
